stock1,stock2,stock3,stock4,stock5
1.803885291396861712e-02,-1.893959405644420849e-04,3.092783505154642065e-02,-3.673576392716270973e-03,1.999997512195176436e-02
-9.086778736937762765e-03,-1.325761363636359519e-02,-1.500000000000001332e-02,-7.901500977048483238e-04,-6.217144906743204795e-03
2.109124254928923178e-02,6.142034784723029821e-03,-5.076142131979700239e-03,-6.589351781480015484e-03,-1.347444690746976877e-02
6.735518634934946000e-03,7.058413088836811532e-03,-2.040816326530614164e-02,5.041178165061765797e-03,-5.170734020225995625e-02
1.204281891168605505e-02,2.178439098314081598e-02,-3.645833333333325238e-02,-2.877507843782800903e-02,-3.189297839506183979e-02
1.234023799030410824e-02,3.893288983807486388e-03,0.000000000000000000e+00,-1.005716199898980777e-02,5.312964789773211337e-04
-3.918154114061968285e-03,-1.329643533531173032e-02,5.405405405405398073e-02,-2.004390554881412684e-02,1.858741419509856579e-02
-4.370629370629278143e-03,-6.550589556428960958e-03,-6.153846153846147943e-02,-2.325575856698688590e-02,2.554739245184075441e-02
2.546093064091300637e-02,1.262241851460366680e-02,2.732240437158460142e-02,2.352263271593144425e-02,3.762079404221634754e-02
4.537671232876726302e-02,5.562794418604645463e-02,3.191489361702130878e-02,8.968609865470860559e-03,1.665845133124811694e-02
1.187551187551184016e-02,-4.582340339008096619e-03,1.030927835051547413e-02,4.444444444444349898e-03,-1.783127753810303043e-02
7.446377984621599389e-02,3.629599858356944569e-02,2.040816326530614164e-02,1.880530973451346316e-02,3.974484691499387962e-02
8.662900188323966952e-03,-1.708491430326024730e-03,2.000000000000001776e-02,-1.357193268186937746e-03,1.415762118552104862e-02
-8.961911874533242187e-03,1.198014718466546089e-03,-4.901960784313838179e-03,1.902690896909741639e-03,-2.280132566772163222e-02
3.428786737000760754e-02,7.692307692307741307e-03,4.926108374384351000e-03,2.143247364534807756e-02,-1.523807142857146017e-02
1.748633879781422151e-02,4.580186598812520382e-03,1.470588235294108086e-02,1.381131400736709119e-02,6.141194242234188083e-02
-6.086645184389542079e-02,-2.921310269459301973e-02,0.000000000000000000e+00,-2.646052011844493915e-02,-6.378109484695059991e-03
2.554327106366744912e-02,2.052523845798444671e-02,-1.932367149758456096e-02,4.036625403659934753e-03,1.375515818431919356e-02
3.197026022304827464e-02,1.516966133184455799e-02,0.000000000000000000e+00,-1.876145755128840820e-03,-4.523066485753189148e-04
3.602305475505525995e-04,3.693686914248288031e-03,9.852216748768483426e-03,3.222314542303192798e-03,5.429864376241280710e-03
-2.124594886568244995e-02,-5.018066410774901787e-04,0.000000000000000000e+00,-1.606003704336073090e-02,2.565256583376615898e-02
-4.231052244297268949e-02,-1.857740585774057471e-02,4.878048780487917631e-03,-4.434159653653960836e-02,-2.193942566782426315e-02
-1.882443334613921257e-02,4.604365620736630520e-03,-2.912621359223303494e-02,1.992598861582733482e-03,1.031850605652758802e-02
3.288958496476118709e-02,2.614157188932280176e-02,-1.000000000000000888e-02,8.806732704354261823e-03,-1.198934307258752753e-02
1.023502653525403157e-02,-1.273779983457407929e-02,0.000000000000000000e+00,-1.520690032142495672e-02,-2.022471955561160398e-02
-1.613508442776740923e-02,-1.323726541554958412e-02,1.919191919191909693e-02,-5.147268940598737769e-03,-1.100917456443061861e-02
2.288329519450802915e-02,7.811139412463895433e-03,-3.964321110009915057e-03,2.874331621893499739e-03,9.276901884899364445e-04
-1.118568232662185170e-02,-2.325182892171282628e-02,-9.950248756218804669e-03,-2.092287248274230307e-02,-1.390176056761414924e-03
-5.505279034690812451e-02,-1.414524705381242295e-02,5.025125628140707928e-03,-2.634666276346585637e-02,-1.206501132099733163e-02
2.434158020750215243e-02,7.174102986033081483e-03,-2.500000000000002220e-02,-8.117739513995343367e-03,2.442463655295047664e-02
3.116478379431245321e-03,9.902709871344346493e-03,-5.128205128205121782e-02,-3.940590849312462091e-02,-1.834023383768913426e-02
-2.718446601941758300e-02,1.186991185721966366e-02,1.621621621621610956e-02,2.177342941705812107e-02,-3.269453602742843773e-03
3.193612774451100658e-03,4.930295817749050236e-03,5.851063829787239712e-02,3.397189518307825590e-03,2.624177539264809997e-02
-2.984480700358127167e-02,-2.876027744882366042e-03,5.025125628140707928e-03,7.694674811038793721e-03,2.739726027397323613e-03
2.502050861361769518e-02,1.781479531098718525e-02,1.499999999999990230e-02,7.635918898233421889e-03,4.644808743169397125e-02
1.040416166466578626e-02,8.668044385129478405e-03,-1.477832512315261498e-02,-1.939993819945805623e-02,7.397715404699674833e-03
1.306930693069303755e-02,1.834407596576022662e-02,-1.000000000000000888e-03,-6.182256950989571502e-03,4.017278704476857226e-02
-5.863956215793463857e-03,-1.022388867977576908e-02,-3.903903903903907513e-02,-2.550550385657836955e-02,-1.245847201948628189e-03
-1.219032638615813458e-02,-1.639612997553271251e-02,-3.124999999999991326e-02,-1.302266198531758234e-01,-4.282740213778376409e-02
1.532643312101910071e-01,-8.668111062906717207e-03,-1.612903225806452956e-02,-1.222018348623852557e-01,-7.819287406183976497e-03
4.832585433206846616e-03,2.370943253037046533e-02,-2.732240437158472285e-02,3.344481605351098952e-03,2.276703102524006012e-02
-7.557540364136118571e-03,-2.217483501396728604e-02,1.123595505617978538e-02,2.208337499999994333e-02,-2.868146465499713318e-02
-6.922810661128270780e-03,-6.551285286453369279e-03,8.333333333333328707e-02,8.560904665270900257e-03,-8.373754773606070442e-03
-1.045660508888153961e-03,-3.043625295908010224e-03,0.000000000000000000e+00,-1.576394502829413929e-02,-1.466666666666670976e-02
2.686671318911373202e-02,4.782900271370417455e-02,-5.128205128205132537e-03,1.232032854209433835e-02,3.879113667117725650e-02
1.800883452259596784e-02,5.827161082135378332e-03,-1.546391752577321033e-02,8.113590263691799684e-03,5.557972330828754581e-02
3.070761014686251150e-02,-6.437045381396904256e-03,6.806282722513094796e-02,2.816897384305827937e-02,-1.439740817775791125e-02
-5.829015544041527865e-03,1.392931603727519223e-02,0.000000000000000000e+00,-1.800387546003425626e-02,2.045070994262747008e-02
-8.143322475570003230e-03,-1.293926558911392098e-02,0.000000000000000000e+00,-1.394978078915908373e-02,-4.089570803040646079e-04
1.674876847290645426e-02,-3.884123644602718601e-03,-1.470588235294129770e-02,-8.488237671786573457e-03,-3.968899426532310898e-02
2.390180878552966570e-02,8.123151909017418742e-04,2.985074626865674707e-02,2.405218002233264901e-02,1.235617783646824480e-02
3.943217665615141726e-02,-2.224022799481263635e-02,-1.932367149758456096e-02,1.592352643616539234e-02,-2.398989898989892580e-02
-1.062215477996969470e-02,2.606674414743483797e-02,-5.714285714285709250e-02,2.351101097178679225e-02,2.242347994825344415e-02
9.202453987730410461e-04,1.440126213592242237e-02,-3.343782654127473025e-02,-1.914241886897324538e-02,4.470676835287282908e-02
1.287159056083366816e-02,-8.454267297950880666e-03,-2.162162162162164017e-02,-1.951600236081177386e-02,-1.735960979891879377e-02
-4.508320726172466292e-02,-2.847490347490341106e-02,-5.524861878453043301e-02,-5.175198838566926612e-03,-3.410028689194149337e-02
-2.534854245880863860e-03,4.139758238118893853e-03,4.678362573099419802e-02,-5.602240896358424635e-03,-5.104211082607641205e-03
8.576874205844882762e-03,2.753961081794189733e-02,-2.234636871508381695e-02,1.207203219315899651e-03,1.282599428871386907e-03
3.937007874015747977e-02,1.861659384957175395e-02,1.142857142857143897e-02,1.527335270391289024e-02,2.220326691296471006e-02
-8.484848484848492647e-03,-4.569119124968693338e-03,-1.129943502824859794e-02,2.969121140142517642e-02,2.422719298245602434e-02
6.509779951100247430e-02,3.830322886989553227e-02,4.000000000000003553e-02,3.460207612456741872e-03,1.916806766590821096e-02
2.869440459111431826e-04,3.521350717114353490e-02,-5.494505494505499271e-03,9.578544061302681281e-03,5.042016806722688510e-02
1.979345955249568051e-02,2.945015288174607053e-03,5.524861878453043648e-03,1.745726755218215617e-02,-6.552382857142861894e-02
9.563994374120901934e-03,6.460196740566757738e-03,2.747252747252749636e-02,1.976878104322191826e-02,3.016712250646396212e-02
-1.365282808581775795e-02,-1.881840882168294565e-02,-3.743315508021393540e-02,1.828822238478419737e-02,-1.859911035216108011e-02
-4.802259887005622292e-03,-2.974130152419580931e-04,0.000000000000000000e+00,1.436781609195397248e-02,4.435524282974442206e-03
4.541583877377239516e-03,1.353367083681353972e-02,0.000000000000000000e+00,1.558073654390939450e-02,1.565636259220456322e-02
3.673354054817716974e-03,2.142330091200875947e-02,4.444444444444436287e-02,2.057182705718270041e-02,2.766788482869787097e-02
-6.109234234234236366e-02,3.936213187760378984e-02,2.127659574468087136e-02,7.857874957294171819e-03,5.807700446746195955e-02
9.895052473763094394e-03,-2.128541869482852150e-02,-1.562500000000001388e-02,-6.779694915254248430e-03,-3.162486368593229319e-02
1.157957244655586325e-02,9.462025404943534210e-03,-2.116402116402106570e-02,-1.023887406958613570e-02,2.740247747747736815e-02
1.702377458174341926e-02,1.846670293974812110e-02,3.783783783783774973e-02,2.206893103448274301e-02,4.749579484868084352e-03
1.587301587301592071e-02,1.304939488739586748e-02,0.000000000000000000e+00,-3.373819277118737803e-04,3.127287500166370249e-02
-3.039772727272732969e-02,-1.654239999999991551e-02,1.041666666666667650e-02,-2.126220119008446346e-02,1.198862750432813304e-02
5.010254907705838368e-02,5.473600040634212655e-02,-1.546391752577321033e-02,2.413793103448285543e-03,8.013972265051832328e-03
0.000000000000000000e+00,8.235267973856215395e-03,0.000000000000000000e+00,1.479188166494667042e-02,7.881092155528995891e-02
2.790178571428263902e-04,-3.072729238240094751e-02,-2.617801047120409813e-02,5.084745762711816337e-03,-5.318804785023956844e-02
-9.762900976290136978e-03,-7.624397869866204012e-03,-2.150537634408604057e-02,-5.396290050590224485e-03,-1.049071012737509516e-02
-1.295774647887318852e-02,7.548159925915530477e-03,-2.747252747252749636e-02,-3.390979993217365361e-04,-7.181993598427112782e-03
1.541095890410953961e-02,-1.244147157190644663e-02,3.389830508474579035e-02,-2.442333785617363875e-02,-2.480192946610283722e-02
-5.059021922428273005e-03,-8.263343267407199932e-03,-3.278688524590166881e-02,-1.390817107093188752e-02,-1.483580033267036836e-02
-2.824858757061835825e-04,2.062562491462915232e-02,3.389830508474579035e-02,-8.815232411310562968e-03,1.290785320242753866e-02
3.758123763775077925e-02,7.360733207689319248e-03,-3.278688524590166881e-02,0.000000000000000000e+00,3.362840946041849993e-02
-1.143790849673209653e-02,9.964129664627589464e-03,0.000000000000000000e+00,-4.268978859161265231e-03,-6.849400567647374698e-03
5.509641873278853328e-04,-2.788732059391328330e-02,3.954802259887009452e-02,3.572704537335321100e-04,-2.344826023781090146e-02
2.560572687224668686e-02,2.165085191743295820e-02,5.434782608695656360e-03,4.392857142857144181e-02,3.354518186150310527e-02
1.610738255033558608e-02,1.801324503311257583e-02,1.243243243243243035e-01,7.458091002394798275e-02,3.416535935533713923e-03
1.849405548216558233e-03,-1.444184231069476319e-02,4.807692307692312123e-02,4.457147405284926124e-03,5.447701736465812052e-03
2.979957805907173032e-02,6.917489108910891693e-02,0.000000000000000000e+00,5.039619811081463147e-02,-4.740975439924601659e-03
3.738796414852762345e-02,1.605185865049651777e-03,1.376146788990816570e-02,-3.016898099484872984e-04,3.198368710334725806e-02
-2.468526289805810935e-04,-1.750500449938352868e-02,-1.809954751131223269e-02,-3.018472592258704661e-03,1.648516402003726358e-03
-5.555555555555546920e-02,-8.782886262629156435e-03,-3.225806451612896197e-02,-2.906445743458836717e-02,-1.645813143239831591e-02
-1.568627450980393523e-02,-2.911397468354431917e-02,-9.523809523809531608e-03,-1.559089491736737098e-03,-1.807233935742974182e-02
4.302788844621512065e-02,1.629726290989636991e-02,-2.884615384615387204e-02,5.840096814490942229e-02,1.431498028195188517e-02
-2.139037433155082171e-02,1.616425996994272016e-02,-9.900990099009909784e-03,-1.268810896099464847e-02,7.728528225806500368e-03
-1.951600312256054556e-02,-7.448529226107742512e-03,1.000000000000000888e-02,2.989240973976139536e-04,9.336411826061570898e-03
-3.609341825902327022e-02,-2.645639719011954813e-02,-1.980198019801981957e-02,-4.690770699409314848e-02,-5.583087215064426456e-02
-3.689427312775327150e-02,-1.567833812385673953e-03,0.000000000000000000e+00,8.777429467084676279e-03,-3.289015103026843995e-02
1.000571755288727667e-02,5.495917442970785390e-03,-1.515151515151516581e-02,-1.584835301429452989e-02,-4.920401769913240048e-02
-1.302009623549386409e-02,-1.535648179887982509e-02,2.051282051282053015e-02,1.547205557309740652e-02,-1.522031963470248106e-03
1.502724404932606894e-01,2.643404565508614135e-02,7.537688442211061546e-02,-2.332089552238795008e-02,7.621188733947653615e-04
2.991772625280481393e-02,4.957504251480594065e-02,-2.336448598130853524e-02,6.367430754536781458e-03,2.817978020486601107e-02
7.020091987412227508e-03,1.374059590870824014e-02,2.870813397129189440e-02,1.075608950471086157e-02,-1.740744444444450659e-02
1.153846153846154778e-02,1.730606359206244421e-02,-4.651162790697575475e-03,8.137652327460116741e-03,6.784828751784086065e-03
-1.639733840304181262e-02,-1.249103051370514111e-02,-2.803738317757011739e-02,-1.862769384128210720e-02,3.744103261997430406e-04
-1.763711041314336772e-02,8.312179055242025633e-03,-9.615384615384622857e-03,-2.625751261444128973e-02,1.047900409883960327e-02
2.410231185440232793e-02,3.584277351697857765e-03,-1.941747572815535547e-02,1.364522372822540679e-02,-1.407400000000001879e-02
-3.866474543707963674e-02,-6.071452380952381371e-03,4.950495049504844737e-03,-1.474362132231988969e-02,-1.765604675762231027e-02
-9.492880339745254914e-03,1.748710067042999472e-02,1.970443349753696685e-02,-1.594014313597913110e-02,-3.823996468374515033e-03
-2.471626733921812591e-02,-2.130660488789190912e-02,2.415458937198080788e-02,-1.520657851239668769e-02,-1.765842576471342296e-02
6.982156710628429144e-03,-6.855905701226934837e-03,-5.188679245283033675e-02,-2.014132191536339815e-03,-1.992966119165656691e-02
1.797637390857645878e-03,-1.695531064551124767e-03,9.950248756218915691e-03,1.345442314160751746e-03,-3.189653300816585810e-03
3.588823378620926811e-03,1.237408710420953399e-02,-9.852216748768483426e-03,-1.679576755122545772e-03,2.799899776007855421e-03
-5.619412515964301510e-03,2.192932399900902884e-02,-4.975124378109346823e-03,1.009424663843353984e-02,2.153974913322198939e-02
2.363216028769588722e-02,1.078796929615303754e-02,1.000000000000000888e-02,6.995336442371780268e-03,5.856969704921098988e-03
9.033877038895868350e-03,-1.426907258789205692e-02,2.475247524752466344e-02,1.124710552431359110e-02,7.375796380108485054e-03
2.238249191743432211e-03,1.824166133360821326e-02,1.449275362318852740e-02,2.715080143931953779e-02,-6.165665096281253664e-03
-4.962779156327657912e-03,-4.854346040422918319e-03,4.761904761904659986e-03,-3.184745222929901212e-03,2.365259836472674224e-02
7.281795511221940409e-02,9.059233659912525535e-03,1.990521327014230582e-02,8.945719135645935002e-03,1.249999999999993477e-02
1.278475127847526933e-02,2.209951708332222667e-02,-5.576208178438666653e-03,1.298290056998100545e-02,9.726936026936057814e-03
4.360798714711986573e-03,1.914391805657942799e-03,1.401869158878495461e-02,-3.438605814316877344e-03,-3.704705309199046877e-04
4.433272394881168643e-02,-1.123974348117855746e-03,-2.304147465437779776e-02,3.136769232646458017e-02,2.186791906094001647e-02
-1.050328227571116838e-02,-2.250928271611846317e-04,0.000000000000000000e+00,-1.429443387182389134e-02,-6.528781639215538134e-03
1.393188854489157968e-02,-5.289814412826422674e-03,-2.830188679245285513e-02,5.245356371490397102e-03,-5.111281489594752397e-03
1.744820065430753922e-03,1.470966315251552277e-03,4.854368932038731314e-03,-3.683333107223166116e-03,1.577972361249730879e-02
-1.088613106901783860e-03,-1.841604296879351121e-02,-1.932367149758456096e-02,-1.047443039046314778e-02,-1.914738112621710078e-02
1.307759372275550799e-03,2.509208160893365222e-02,-1.477832512315261498e-02,1.089670021471680211e-02,7.034988950276227504e-02
8.271658685241481054e-03,1.021787581895073488e-02,4.499999999999992895e-02,1.478287604610781583e-02,2.580867215775416862e-02
2.180483592400690382e-02,1.155940843482482390e-02,9.569377990430630310e-03,4.461295767487227781e-02,-2.012797752646734196e-03
-2.408620325375024004e-02,1.208658362626993795e-03,4.739336492891104910e-03,3.776903182853178203e-03,2.228571578391367602e-01
2.381467850184029386e-02,-1.064530266362372253e-02,-4.716981132075580806e-03,-1.418228695173044500e-02,1.099601489807597440e-03
-1.628251215901881099e-02,-1.552969460832624889e-02,-4.739336492890894141e-03,-9.101614530193341546e-03,-1.372858263061807384e-03
1.633705932932064120e-02,2.174647887323951506e-02,3.333333333333325654e-02,7.851857777777779268e-02,3.216932734840102781e-02
-1.269035532994915692e-02,-6.396140273489274441e-03,2.304147465437800246e-02,1.456038381536350033e-02,1.225352940525395798e-02
-9.854327335047185707e-03,-2.885704836530629709e-03,-9.009009009009015870e-03,-2.193341456810180695e-02,-5.184205536010814269e-02
-2.228472522717433318e-02,8.904942515804147333e-04,-2.272727272727284586e-02,1.384246992919343101e-03,2.220399666944194387e-03
1.084310688205343889e-02,-7.228670089605658371e-03,-4.651162790697575475e-03,2.267083343493680320e-02,-1.107727745562780107e-02
-3.721541155866782240e-03,-5.264837247220273408e-03,-4.672897196261790315e-03,-1.892511387266140096e-03,-3.332406842167374983e-02
1.604043067457690611e-02,4.887382662730509891e-02,3.286384976525835028e-02,2.925249345896498501e-02,3.765934459208267887e-02
-1.730103806228375273e-03,1.191754348292891827e-02,-9.090909090909097406e-03,-1.263157894736833924e-02,2.037973284672240162e-02
3.747833622183709829e-02,6.366026525198932411e-03,-1.284403669724771754e-02,2.078888592750523581e-02,3.556744137390683170e-03
-6.473167675923928964e-03,-1.054275193553503003e-03,-3.345724907063199471e-02,-2.375979174307541256e-02,-1.526716214922531692e-02
-2.311895754518730924e-03,-5.804791556728245219e-03,-1.442307692307704184e-02,-3.851291892251729188e-02,-1.716495016611283009e-02
6.256583105119016552e-02,2.016987346793518501e-02,9.756097560975618421e-03,1.223916516719993422e-02,2.619713936917524369e-02
-1.645519429024569838e-02,-2.580641052666827334e-02,1.449275362318852740e-02,-7.694366795668396847e-03,-3.650838544457346568e-02
8.869179600886836420e-03,0.000000000000000000e+00,2.380952380952372494e-02,-2.658540496855694643e-02,-3.247867521367517329e-02
-2.977022977022977454e-02,-1.965396240858863913e-02,1.395348837209313929e-02,5.689786304990785727e-03,-2.002354328725900953e-02
2.677100494233935341e-02,1.579871466111807538e-02,0.000000000000000000e+00,1.131570078165315078e-03,4.266828553690768522e-02
-2.868030485359001139e-02,-1.126251158371705322e-02,-1.834862385321102407e-02,-1.667137656601808127e-02,-1.556195987841438311e-02
1.424736733429691343e-02,2.939900195270116548e-02,2.803738317757011739e-02,2.873563300964462539e-02,4.215461127275477171e-02
1.974755700325741409e-02,1.707242069764990447e-02,-3.181818181818194674e-02,-8.938519802752028717e-03,1.376397433247271429e-02
5.589938111399467974e-02,1.834002656014872140e-02,-7.511737089201873940e-02,3.015780721533266318e-02,8.561937180462879382e-02
2.382302892796376442e-02,1.312578374289330961e-02,3.553299492385789821e-02,-7.387141104983426312e-03,-2.552373562313414723e-03
1.403508771929817649e-02,1.807773425730710383e-03,-9.803921568627459518e-03,-9.095865741341290292e-03,-1.279414038887037889e-03
1.438717902021501190e-02,1.102756892230570768e-03,-2.970297029702972935e-02,-2.086230818185512773e-02,1.434792467332816381e-02
3.877917414721710615e-02,0.000000000000000000e+00,3.061224489795921072e-02,1.249994282670624859e-02,-5.809535309541994687e-03
3.456619426201255462e-03,1.742437412377328271e-02,-4.950495049505065047e-03,2.665547212838025731e-02,-4.065053353658463521e-03
4.133654839820878266e-03,7.480334792919977015e-03,-4.975124378109346823e-03,4.372779447936501508e-03,1.530612264421069360e-02
2.761578044596905285e-02,6.740953497459963029e-03,0.000000000000000000e+00,-6.802721088435373896e-03,1.005022625691241907e-02
-2.270071774328146288e-02,5.143114793086198989e-03,3.499999999999992006e-02,-8.219150684931498391e-03,2.213932918430328023e-02
2.322801024765144828e-02,1.206796655593808665e-02,-3.381642512077287499e-02,2.292812091358771565e-02,-1.338522771215896329e-02
-3.672174929060149397e-03,-1.707528346703634722e-02,2.000000000000001776e-02,9.991979745935292492e-03,-2.960039430685258710e-02
-1.675322499581282298e-03,7.375815217391255146e-03,-4.901960784313838179e-03,1.203197796620435189e-02,-2.796123502845332832e-03
-4.027521396207421091e-03,8.092446701639811890e-03,-9.852216748768483426e-03,2.906235292271455804e-03,1.937290289643374408e-02
-8.963774220724517183e-02,-2.580273318042807310e-02,4.975124378109568000e-03,-2.133817232186973126e-02,-3.900971492873224478e-02
5.367388487877254068e-03,-3.855208870802265264e-02,-3.465346534653468424e-02,-7.160161121929424499e-02,-3.200632193574070444e-02
3.497790868924749181e-03,-4.489358137142032690e-03,-2.564102564102566442e-02,-5.798810913377167899e-03,-5.375806668378634240e-04
5.687029902770241070e-03,1.947340371015751853e-03,4.736842105263162211e-02,3.324581413689673554e-02,2.850996465156043283e-02
3.484129879605980112e-02,6.853498223128174326e-03,-1.005025125628141586e-02,3.697437200112890787e-02,4.184074158366284796e-03
-7.050943063635550442e-04,2.103017372752202449e-02,5.076142131979700239e-03,-2.231910602508942187e-02,3.463546875000000913e-02
-1.517022402540120322e-02,-1.253733333333333436e-02,0.000000000000000000e+00,-2.004446102697442569e-02,3.020387464365026711e-03
-2.507612394769847056e-02,-3.022934361606829674e-03,-1.010101010101011054e-02,0.000000000000000000e+00,-3.513236962949201157e-03
4.243983097556509182e-02,-5.053769859435248285e-04,5.102040816326535409e-03,8.522698621514234602e-03,-1.964240770136497713e-02
2.114910116319979917e-03,4.348265749822961129e-03,3.553299492385789821e-02,5.633830985915502278e-03,1.027498086661924118e-03
-2.110446711220465531e-03,9.766411598872464656e-03,0.000000000000000000e+00,2.997195994476310396e-02,4.362278675904532679e-03
-3.084243919633427797e-02,-1.096819224249670228e-03,9.803921568627459518e-03,-2.311672559151491460e-02,2.324996286407577523e-02
-1.236588470631016894e-02,-7.985825514075409843e-04,2.427184466019408765e-02,6.681570527927004587e-03,-1.622977467304213134e-02
-4.290185969434719832e-02,-9.890090107694107791e-03,2.369668246445510301e-02,9.955752212389562539e-03,-1.675119331855817739e-02
4.809542131588969739e-03,1.715245686610904641e-03,-1.388888888888900261e-02,-1.560785870755757899e-02,-3.872005478987937833e-03
3.637756078881876354e-02,3.374294991424147544e-02,-1.877934272300471261e-02,1.112648091442331420e-02,4.768071977609853601e-02
1.237760945871054299e-02,-3.702601650640200814e-03,2.392344497607668333e-02,-7.152627628755191952e-03,-1.830326512865777452e-02
-4.288321167883216850e-02,-2.122247432762842945e-02,9.345794392523372462e-03,-2.881687448046560407e-02,-3.653307016375922922e-02
-3.984747378455681666e-02,-3.177457970074773486e-02,-3.240740740740753745e-02,-9.129786280450472719e-03,-5.596231548215705592e-02
-3.693407466243048970e-02,-5.221884309145836262e-02,4.784688995215421840e-03,7.774258566081288652e-03,-7.285320926020996679e-02
2.123711340206198978e-02,-3.963414806768938287e-02,1.904761904761906322e-02,-1.800002857142857238e-02,-2.330449586780714011e-02
-1.372905309913194025e-02,3.401406049950402369e-03,-1.869158878504674492e-02,-2.094841492430649446e-02,2.171916521442590620e-02
-5.527123848515893070e-03,-2.033898305084822986e-03,4.761904761904659986e-03,6.835036740859610702e-03,-3.892212691383623024e-02
5.660765747221086636e-02,-1.064313858695643995e-02,9.478672985781999918e-03,2.420306894323882504e-02,2.024915887850467500e-02
2.220923436586788938e-02,-1.373266225069041903e-03,1.408450704225363941e-02,-2.449576298283106385e-02,1.251916106987257041e-02
9.338669716028279166e-03,4.011001512468450464e-02,4.629629629629530493e-03,1.506655923583799170e-02,-9.046999260449429398e-03
1.907099697885195760e-02,-2.534158163636891781e-02,0.000000000000000000e+00,-2.911233908287005770e-04,7.303712276097859384e-03
1.259959236612925859e-02,2.170470269048165035e-02,2.304147465437800246e-02,-9.606929234755595334e-03,2.960714322615455238e-02
-1.317474839890211621e-02,-2.854607277154397674e-02,0.000000000000000000e+00,3.821340388006981038e-03,-7.071593621108876460e-02
-4.487298349712590118e-02,-3.712988441321705274e-02,-2.252252252252263942e-02,6.442078685676191560e-03,7.262377759115528665e-03
5.629974762182084203e-03,-6.150981783770996698e-03,9.216589861751160739e-03,-1.018327059014452821e-02,-2.163004770000148680e-02
-4.633204633204637303e-03,6.427065290505214537e-03,1.369863013698641510e-02,-1.263962375073485189e-02,-3.524509716044389729e-02
-9.309542280837867362e-03,4.730392732506931777e-03,2.252252252252244166e-02,6.549598094670923236e-03,-1.527738242187363579e-02
-3.406421299921681689e-02,-2.471751412429372061e-02,8.810572687224677360e-03,-2.159121497807703002e-02,-1.821237835454906501e-02
-2.837454398054364314e-03,-1.931016171856151297e-03,-4.366812227074239744e-02,-1.481263513829282445e-02,-3.091725998507311585e-02
3.252032520325206372e-02,5.513913205026033104e-02,-4.566210045662003059e-03,1.841052470082837553e-02,6.983342662471757334e-02
3.740157480314985732e-03,1.443953668486056170e-02,-1.376146788990837040e-02,2.410394769822164513e-03,4.970079275841136034e-03
-1.137477936850359375e-02,-2.281965760594934986e-02,4.651162790697678517e-02,7.514277126540426337e-03,-4.385099128837754295e-02
-1.805197381471933954e-02,2.820811560693649647e-02,-4.444444444444349898e-03,-5.966587112172769313e-04,6.896638406664843367e-03
-3.878787878787882254e-02,-2.698515792702681996e-03,1.785714285714267227e-02,-4.477671641791063778e-03,4.075340683641429096e-02
2.459016393442622905e-02,1.127395766737125833e-02,0.000000000000000000e+00,1.199406368779994125e-02,-8.390923000987167424e-02
1.005128205128212777e-02,2.764776043022352039e-02,3.070175438596503895e-02,8.888859259259250176e-03,1.688222073718848373e-02
1.320064987814774556e-02,-1.518767628552837460e-03,8.510638297872347505e-03,5.580117638182522342e-03,-1.448249760654344437e-02
5.191421126478259346e-02,2.629291612342446113e-02,-4.219409282700519598e-03,3.212499812354053987e-03,1.863801075268817220e-02
1.600609756097553724e-02,-9.104403980520796996e-03,1.271186440677976766e-02,-1.164395992104559022e-03,-2.463071737103042936e-03
2.813203300825312808e-03,3.205171008657513657e-03,-8.368200836820089902e-03,-2.915184992270932005e-04,2.116455026455035804e-03
0.000000000000000000e+00,6.389754922475926469e-03,-4.219409282700519598e-03,2.915539443601760771e-03,1.900728516329016834e-02
-1.196932859547410709e-02,1.312167195767195704e-02,-1.694915254237289864e-02,9.011540173747743798e-03,-3.799585689097736193e-03
-3.975014196479423681e-03,-3.969062125946571512e-03,2.068965517241381363e-02,-1.152434490130746676e-03,-6.935159380458610565e-04
-1.368301026225754100e-02,-1.048636744966436338e-03,5.067567567567572186e-03,8.941506140265632549e-03,1.040949011813829123e-02
2.639691714836214786e-02,4.199055129140146642e-03,0.000000000000000000e+00,2.458547741566628406e-02,1.373643496784208952e-03
-4.505350103247610961e-03,2.174361188611281109e-02,1.680672268907564687e-02,-8.370507812500187911e-03,9.224963517234389954e-02
-2.130869319253244493e-02,-4.501678013130291402e-03,-2.066115702479331614e-02,1.012945947863096684e-02,-1.915224429663272762e-02
-3.198458574181124725e-02,9.866371639614719344e-03,-8.438818565400851845e-03,1.030635040076049308e-02,3.297042042442875631e-02
2.687101910828021065e-02,-2.035416201192424140e-02,8.510638297872347505e-03,1.626691480562431069e-02,-2.974894823358834386e-02
2.636169800348907299e-02,1.724491965001212837e-02,8.438818565400851845e-03,3.255534366371828740e-03,1.820499869378798194e-02
3.701605288007549233e-02,-4.309642653383231881e-02,-1.673640167364017980e-02,-5.408599242832205778e-04,-3.168124414562394076e-02
1.620834092150799655e-02,2.838851775404558839e-02,0.000000000000000000e+00,5.357143002087193240e-02,5.183027210884365993e-02
6.810035842293952341e-03,4.773765047737585712e-03,1.702127659574469501e-02,6.676990412865703266e-03,-1.231912515677352146e-02
-8.187967248131053019e-03,-1.549266680437926154e-02,-3.347280334728035961e-02,8.928520180394876674e-03,1.964452851471125416e-02
